(-9.999600, 0.000000)
(-9.999200, 0.000000)
(-9.998800, 0.000000)
(-9.998400, 0.000000)
(-9.998000, 0.000000)
(-9.997600, 0.000000)
(-9.997200, 0.000000)
(-9.996800, 0.000000)
(-9.996400, 0.000000)
(-9.996000, 0.000000)
(-9.995600, 0.000000)
(-9.995200, 0.000000)
(-9.994800, 0.000000)
(-9.994400, 0.000000)
(-9.994000, 0.000000)
(-9.993600, 0.000000)
(-9.993200, 0.000000)
(-9.992800, 0.000000)
(-9.992400, 0.000000)
(-9.992000, 0.000000)
(-9.991600, 0.000000)
(-9.991200, 0.000000)
(-9.990800, 0.000000)
(-9.990400, 0.000000)
(-9.990000, 0.000000)
(-9.989600, 0.000000)
(-9.989200, 0.000000)
(-9.988800, 0.000000)
(-9.988400, 0.000000)
(-9.988000, 0.000000)
(-9.987600, 0.000000)
(-9.987200, 0.000000)
(-9.986800, 0.000000)
(-9.986400, 0.000000)
(-9.986000, 0.000000)
(-9.985600, 0.000000)
(-9.985200, 0.000000)
(-9.984800, 0.000000)
(-9.984400, 0.000000)
(-9.984000, 0.000000)
(-9.983600, 0.000000)
(-9.983200, 0.000000)
(-9.982800, 0.000000)
(-9.982400, 0.000000)
(-9.982000, 0.000000)
(-9.981600, 0.000000)
(-9.981200, 0.000000)
(-9.980800, 0.000000)
(-9.980400, 0.000000)
(-9.980000, 0.000000)
(-9.979600, 0.000000)
(-9.979200, 0.000000)
(-9.978800, 0.000000)
(-9.978400, 0.000000)
(-9.978000, 0.000000)
(-9.977600, 0.000000)
(-9.977200, 0.000000)
(-9.976800, 0.000000)
(-9.976400, 0.000000)
(-9.976000, 0.000000)
(-9.975600, 0.000000)
(-9.975200, 0.000000)
(-9.974799, 0.000000)
(-9.974399, 0.000000)
(-9.973999, 0.000000)
(-9.973599, 0.000000)
(-9.973199, 0.000000)
(-9.972799, 0.000000)
(-9.972399, 0.000000)
(-9.971999, 0.000000)
(-9.971599, 0.000000)
(-9.971199, 0.000000)
(-9.970799, 0.000000)
(-9.970399, 0.000000)
(-9.969999, 0.000000)
(-9.969599, 0.000000)
(-9.969199, 0.000000)
(-9.968799, 0.000000)
(-9.968399, 0.000000)
(-9.967999, 0.000000)
(-9.967599, 0.000000)
(-9.967199, 0.000000)
(-9.966799, 0.000000)
(-9.966399, 0.000000)
(-9.965999, 0.000000)
(-9.965599, 0.000000)
(-9.965199, 0.000000)
(-9.964799, 0.000000)
(-9.964399, 0.000000)
(-9.963999, 0.000000)
(-9.963599, 0.000000)
(-9.963199, 0.000000)
(-9.962799, 0.000000)
(-9.962399, 0.000000)
(-9.961999, 0.000000)
(-9.961599, 0.000000)
(-9.961199, 0.000000)
(-9.960799, 0.000000)
(-9.960399, 0.000000)
(-9.959999, 0.000000)
(-9.959599, 0.000000)
(-9.959199, 0.000000)
(-9.958799, 0.000000)
(-9.958399, 0.000000)
(-9.957999, 0.000000)
(-9.957599, 0.000000)
(-9.957199, 0.000000)
(-9.956799, 0.000000)
(-9.956399, 0.000000)
(-9.955999, 0.000000)
(-9.955599, 0.000000)
(-9.955199, 0.000000)
(-9.954799, 0.000000)
(-9.954399, 0.000000)
(-9.953999, 0.000000)
(-9.953599, 0.000000)
(-9.953199, 0.000000)
(-9.952799, 0.000000)
(-9.952399, 0.000000)
